ps|all|Cluster_5|Cluster_9|remain5|remain9
21398 - 41|4|1|1|0.75|0.75
21398 - 42,5|5|1|1|0.8|0.8
21398 - 43|6|1|1|0.833333333333333|0.833333333333333
21398 - 44|5|1|1|0.8|0.8
21405 - 2XL|21|1|1|0.952380952380952|0.952380952380952
21405 - L|66|1|1|0.984848484848485|0.984848484848485
21405 - M|71|1|1|0.985915492957746|0.985915492957746
21405 - S|40|1|1|0.975|0.975
21405 - XL|38|1|1|0.973684210526316|0.973684210526316
21405 - XS|10|1|1|0.9|0.9
21418 - 44|9|3|3|0.666666666666667|0.666666666666667
21420 - L|7|1|1|0.857142857142857|0.857142857142857
21420 - M|6|1|1|0.833333333333333|0.833333333333333
21426 - L|4|1|1|0.75|0.75
21431 - M|5|1|1|0.8|0.8
21434 - 164|15|1|1|0.933333333333333|0.933333333333333
21439 - 4 ( 43-45 )|16|1|1|0.9375|0.9375
21439 - 5 ( 46-48 )|5|1|1|0.8|0.8
21444 - L ( 152-158 )|6|1|1|0.833333333333333|0.833333333333333
21444 - XL ( 158-170 )|6|1|1|0.833333333333333|0.833333333333333
21445 - 43 1/3|6|3|3|0.5|0.5
21445 - 44 2/3|4|3|3|0.25|0.25
21446 - 152|16|1|1|0.9375|0.9375
21446 - 164|31|1|1|0.967741935483871|0.967741935483871
21446 - 176|38|1|1|0.973684210526316|0.973684210526316
21453 - 43|9|1|1|0.888888888888889|0.888888888888889
21453 - 44|6|1|1|0.833333333333333|0.833333333333333
21453 - 45|5|1|1|0.8|0.8
21453 - 46|8|1|1|0.875|0.875
21465 - L|19|1|1|0.947368421052632|0.947368421052632
21465 - M|19|1|1|0.947368421052632|0.947368421052632
21465 - S|9|1|1|0.888888888888889|0.888888888888889
21466 - M ( 38/40 )|6|1|1|0.833333333333333|0.833333333333333
21476 - L|29|1|1|0.96551724137931|0.96551724137931
21476 - M|16|1|1|0.9375|0.9375
21476 - XL|5|1|1|0.8|0.8
21477 - 2XL|21|1|1|0.952380952380952|0.952380952380952
21477 - L|75|1|1|0.986666666666667|0.986666666666667
21477 - M|66|5|1|0.924242424242424|0.984848484848485
21477 - S|42|1|1|0.976190476190476|0.976190476190476
21477 - XL|50|1|1|0.98|0.98
21486 - L|10|1|1|0.9|0.9
21486 - M|13|1|1|0.923076923076923|0.923076923076923
21486 - S|9|1|1|0.888888888888889|0.888888888888889
21487 - L|17|1|1|0.941176470588235|0.941176470588235
21487 - M|20|1|1|0.95|0.95
21487 - XL|11|1|1|0.909090909090909|0.909090909090909
21490 - L|11|1|1|0.909090909090909|0.909090909090909
21490 - M|23|1|1|0.956521739130435|0.956521739130435
21490 - S|17|1|1|0.941176470588235|0.941176470588235
21490 - XL|6|1|1|0.833333333333333|0.833333333333333
21492 - 42,5|7|1|1|0.857142857142857|0.857142857142857
21492 - 45,5|8|1|1|0.875|0.875
21496 - L|10|1|1|0.9|0.9
21496 - M|11|1|1|0.909090909090909|0.909090909090909
21496 - XL|8|1|1|0.875|0.875
21498 - L|9|1|1|0.888888888888889|0.888888888888889
21498 - M|6|1|1|0.833333333333333|0.833333333333333
21500 - 43/46|6|1|1|0.833333333333333|0.833333333333333
21517 - L|8|1|1|0.875|0.875
21531 - L|5|1|1|0.8|0.8
21531 - M|5|1|1|0.8|0.8
21539 - 2XL|16|1|1|0.9375|0.9375
21539 - L|63|1|1|0.984126984126984|0.984126984126984
21539 - M|75|76|123|-0.0133333333333333|-0.64
21539 - S|34|1|1|0.970588235294118|0.970588235294118
21539 - XL|38|1|1|0.973684210526316|0.973684210526316
21541 - 2XL|5|1|1|0.8|0.8
21541 - L|22|1|1|0.954545454545455|0.954545454545455
21541 - M|24|1|1|0.958333333333333|0.958333333333333
21541 - S|6|1|1|0.833333333333333|0.833333333333333
21541 - XL|12|1|1|0.916666666666667|0.916666666666667
21542 - M|9|1|1|0.888888888888889|0.888888888888889
21547 - L|10|1|1|0.9|0.9
21547 - M|15|1|1|0.933333333333333|0.933333333333333
21553 - 2XL|8|1|1|0.875|0.875
21553 - L|11|1|1|0.909090909090909|0.909090909090909
21553 - M|15|1|1|0.933333333333333|0.933333333333333
21553 - XL|14|1|1|0.928571428571429|0.928571428571429
21564 - L|34|1|1|0.970588235294118|0.970588235294118
21564 - M|40|1|1|0.975|0.975
21564 - S|29|1|1|0.96551724137931|0.96551724137931
21564 - XL|18|1|1|0.944444444444444|0.944444444444444
21575 - 45 1/3|7|1|1|0.857142857142857|0.857142857142857
21578 - 38|4|1|1|0.75|0.75
21588 - 2XL|6|1|1|0.833333333333333|0.833333333333333
21588 - XL|11|1|1|0.909090909090909|0.909090909090909
21592 - L|4|1|1|0.75|0.75
21592 - M|4|1|1|0.75|0.75
21602 - L|16|1|1|0.9375|0.9375
21602 - M|19|1|1|0.947368421052632|0.947368421052632
21602 - S|7|1|1|0.857142857142857|0.857142857142857
21605 - L|26|1|1|0.961538461538462|0.961538461538462
21605 - XL|11|1|1|0.909090909090909|0.909090909090909
21610 - 164|7|1|1|0.857142857142857|0.857142857142857
21618 - 3 ( 40-42 )|18|1|1|0.944444444444444|0.944444444444444
21618 - 4 ( 43-45 )|28|1|1|0.964285714285714|0.964285714285714
21626 - 3 ( 40-42 )|18|1|1|0.944444444444444|0.944444444444444
21626 - 4 ( 43-45 )|17|1|1|0.941176470588235|0.941176470588235
21626 - 5 ( 46-48 )|12|1|1|0.916666666666667|0.916666666666667
21631 - 42|4|1|1|0.75|0.75
21631 - 42,5|11|1|1|0.909090909090909|0.909090909090909
21631 - 43|8|1|1|0.875|0.875
21631 - 44|10|1|1|0.9|0.9
21631 - 44,5|5|1|1|0.8|0.8
21634 - 14/16 (164-176)|12|1|1|0.916666666666667|0.916666666666667
21634 - 6/8 (116-128)|5|1|1|0.8|0.8
21643 - 43|4|3|3|0.25|0.25
21666 - L|17|1|1|0.941176470588235|0.941176470588235
21666 - M|11|1|1|0.909090909090909|0.909090909090909
21669 - 43 1/3|17|1|1|0.941176470588235|0.941176470588235
21669 - 44|13|1|1|0.923076923076923|0.923076923076923
21682 - XL ( 158-170 )|13|1|1|0.923076923076923|0.923076923076923
21692 - L|15|1|1|0.933333333333333|0.933333333333333
21692 - M|26|1|1|0.961538461538462|0.961538461538462
21708 - M|19|1|1|0.947368421052632|0.947368421052632
21710 - 152|5|1|1|0.8|0.8
21724 - 37,5|4|1|1|0.75|0.75
21730 - M ( 38/40 )|7|1|1|0.857142857142857|0.857142857142857
21733 - 44 2/3|8|1|1|0.875|0.875
21734 - S|22|1|1|0.954545454545455|0.954545454545455
21734 - XS|6|1|1|0.833333333333333|0.833333333333333
21738 - 42|16|1|1|0.9375|0.9375
21738 - 42 2/3|19|1|1|0.947368421052632|0.947368421052632
21738 - 43 1/3|25|1|1|0.96|0.96
21738 - 44|23|1|1|0.956521739130435|0.956521739130435
21738 - 44 2/3|18|1|1|0.944444444444444|0.944444444444444
21738 - 45 1/3|21|1|1|0.952380952380952|0.952380952380952
21738 - 46|10|1|1|0.9|0.9
21738 - 47 1/3|14|1|1|0.928571428571429|0.928571428571429
21738 - 48 2/3|9|1|1|0.888888888888889|0.888888888888889
21743 - 2XL|6|1|1|0.833333333333333|0.833333333333333
21743 - L|52|1|1|0.980769230769231|0.980769230769231
21743 - M|18|1|1|0.944444444444444|0.944444444444444
21743 - XL|22|1|1|0.954545454545455|0.954545454545455
21749 - M ( 38/40 )|7|1|1|0.857142857142857|0.857142857142857
21761 - L|20|1|1|0.95|0.95
21761 - M|25|1|1|0.96|0.96
21761 - S|11|1|1|0.909090909090909|0.909090909090909
21761 - XL|11|1|1|0.909090909090909|0.909090909090909
21769 - 42,5|6|1|1|0.833333333333333|0.833333333333333
21769 - 45|5|2|1|0.6|0.8
21775 - M|4|1|1|0.75|0.75
21776 - XL|5|1|1|0.8|0.8
21779 - 44|5|1|1|0.8|0.8
21779 - 46|7|1|1|0.857142857142857|0.857142857142857
21782 - L|13|1|1|0.923076923076923|0.923076923076923
21782 - M|12|1|1|0.916666666666667|0.916666666666667
21782 - XL|7|1|1|0.857142857142857|0.857142857142857
21794 - L|7|1|1|0.857142857142857|0.857142857142857
21799 - 2XL|9|1|1|0.888888888888889|0.888888888888889
21799 - L|46|1|1|0.978260869565217|0.978260869565217
21799 - M|55|1|1|0.981818181818182|0.981818181818182
21799 - S|20|1|1|0.95|0.95
21799 - XL|29|1|1|0.96551724137931|0.96551724137931
21802 - 3XL|4|1|1|0.75|0.75
21802 - M|16|1|1|0.9375|0.9375
21812 - M|10|1|1|0.9|0.9
21823 - XL ( 158-170 )|5|1|1|0.8|0.8
21827 - 38|4|1|1|0.75|0.75
21851 - 39|6|1|1|0.833333333333333|0.833333333333333
21851 - 41|8|1|1|0.875|0.875
21851 - 43|15|1|1|0.933333333333333|0.933333333333333
21851 - 44|16|1|1|0.9375|0.9375
21851 - 45,5|8|1|1|0.875|0.875
21851 - 47|6|1|1|0.833333333333333|0.833333333333333
21858 - 2XL|7|1|1|0.857142857142857|0.857142857142857
21858 - L|45|1|1|0.977777777777778|0.977777777777778
21858 - M|49|1|1|0.979591836734694|0.979591836734694
21858 - S|35|1|1|0.971428571428571|0.971428571428571
21858 - XL|29|1|1|0.96551724137931|0.96551724137931
21859 - 152|23|1|1|0.956521739130435|0.956521739130435
21860 - L|23|1|1|0.956521739130435|0.956521739130435
21860 - M|24|1|1|0.958333333333333|0.958333333333333
21860 - S|11|1|1|0.909090909090909|0.909090909090909
21860 - XL|9|1|1|0.888888888888889|0.888888888888889
21875 - 128|6|1|1|0.833333333333333|0.833333333333333
21875 - 140|8|1|1|0.875|0.875
21875 - 152|13|1|1|0.923076923076923|0.923076923076923
21875 - 164|16|1|1|0.9375|0.9375
21876 - 43|8|1|1|0.875|0.875
21876 - 44|11|1|1|0.909090909090909|0.909090909090909
21886 - 42,5|9|1|1|0.888888888888889|0.888888888888889
21886 - 43|13|1|1|0.923076923076923|0.923076923076923
21886 - 45|7|1|1|0.857142857142857|0.857142857142857
21891 - 40,5|5|1|1|0.8|0.8
21891 - 42|5|1|1|0.8|0.8
21891 - 42,5|5|1|1|0.8|0.8
21891 - 43|10|1|1|0.9|0.9
21891 - 44|9|1|1|0.888888888888889|0.888888888888889
21891 - 44,5|12|1|1|0.916666666666667|0.916666666666667
21891 - 45,5|4|1|1|0.75|0.75
21891 - 47|4|1|1|0.75|0.75
21891 - 47,5|4|1|1|0.75|0.75
21892 - 44|7|1|1|0.857142857142857|0.857142857142857
21900 - 44|18|1|1|0.944444444444444|0.944444444444444
21906 - 43|9|1|1|0.888888888888889|0.888888888888889
21906 - 44,5|7|1|1|0.857142857142857|0.857142857142857
21906 - 45|6|1|1|0.833333333333333|0.833333333333333
21910 - 43|7|1|1|0.857142857142857|0.857142857142857
21910 - 44|9|1|1|0.888888888888889|0.888888888888889
21910 - 44,5|8|1|1|0.875|0.875
21910 - 45|5|1|1|0.8|0.8
21910 - 45,5|5|1|1|0.8|0.8
21910 - 46|4|1|1|0.75|0.75
21915 - 3 ( 39-42 )|9|1|1|0.888888888888889|0.888888888888889
21915 - 4 ( 43-46 )|10|1|1|0.9|0.9
21918 - M|22|1|1|0.954545454545455|0.954545454545455
21918 - S|16|1|1|0.9375|0.9375
21936 - S|4|1|1|0.75|0.75
21945 - S|7|1|1|0.857142857142857|0.857142857142857
21974 - L ( 42-46 )|56|1|1|0.982142857142857|0.982142857142857
21974 - M ( 38-42 )|56|1|1|0.982142857142857|0.982142857142857
21974 - S ( 34-38 )|21|1|1|0.952380952380952|0.952380952380952
21974 - XL (46-50 )|8|1|1|0.875|0.875
21980 - L|25|1|1|0.96|0.96
21980 - M|20|1|1|0.95|0.95
21980 - S|7|1|1|0.857142857142857|0.857142857142857
21980 - XL|21|1|1|0.952380952380952|0.952380952380952
21986 - 38,5|12|1|1|0.916666666666667|0.916666666666667
21988 - M|4|1|1|0.75|0.75
21995 - 140|8|1|1|0.875|0.875
21995 - 152|7|1|1|0.857142857142857|0.857142857142857
21995 - 164|16|1|1|0.9375|0.9375
21996 - L ( 152-158 )|21|1|1|0.952380952380952|0.952380952380952
21996 - M ( 140-152 )|15|1|1|0.933333333333333|0.933333333333333
21996 - XL ( 158-170 )|34|1|1|0.970588235294118|0.970588235294118
21996 - XS ( 116-128 )|5|1|1|0.8|0.8
21999 - L|22|1|1|0.954545454545455|0.954545454545455
21999 - M|24|1|1|0.958333333333333|0.958333333333333
21999 - S|6|1|1|0.833333333333333|0.833333333333333
22008 - M|5|1|1|0.8|0.8
22012 - L ( 42-46 )|53|1|1|0.981132075471698|0.981132075471698
22012 - S ( 34-38 )|44|1|1|0.977272727272727|0.977272727272727
22019 - 42|4|1|1|0.75|0.75
22021 - 2XL|4|1|1|0.75|0.75
22021 - L|43|1|1|0.976744186046512|0.976744186046512
22021 - M|54|1|1|0.981481481481482|0.981481481481482
22021 - XL|14|1|1|0.928571428571429|0.928571428571429
22030 - 152|8|1|1|0.875|0.875
22030 - 164|12|1|1|0.916666666666667|0.916666666666667
22053 - L|7|1|1|0.857142857142857|0.857142857142857
22054 - 42,5|5|1|1|0.8|0.8
22054 - 43|6|1|1|0.833333333333333|0.833333333333333
22054 - 44|6|1|1|0.833333333333333|0.833333333333333
22054 - 44,5|5|1|1|0.8|0.8
22054 - 45,5|4|1|1|0.75|0.75
22063 - 152|10|1|1|0.9|0.9
22063 - 164|10|1|1|0.9|0.9
22067 - 40,5|17|1|1|0.941176470588235|0.941176470588235
22067 - 42,5|17|1|1|0.941176470588235|0.941176470588235
22067 - 43|30|1|1|0.966666666666667|0.966666666666667
22067 - 44|27|1|1|0.962962962962963|0.962962962962963
22067 - 44,5|13|1|1|0.923076923076923|0.923076923076923
22067 - 46|13|1|1|0.923076923076923|0.923076923076923
22067 - 47|10|1|1|0.9|0.9
22069 - L|7|1|1|0.857142857142857|0.857142857142857
22069 - M|10|1|1|0.9|0.9
22069 - XL|4|1|1|0.75|0.75
22073 - M|20|1|1|0.95|0.95
22073 - S|7|1|1|0.857142857142857|0.857142857142857
22074 - L|14|1|1|0.928571428571429|0.928571428571429
22074 - S|13|1|1|0.923076923076923|0.923076923076923
22079 - 38,5|5|1|1|0.8|0.8
22080 - L|5|1|1|0.8|0.8
22080 - M|5|1|1|0.8|0.8
22085 - L|8|1|1|0.875|0.875
22085 - M|15|1|1|0.933333333333333|0.933333333333333
22085 - XL|4|1|1|0.75|0.75
22096 - 36,5|4|1|1|0.75|0.75
22096 - 37,5|4|1|1|0.75|0.75
22100 - 35 - 38|38|1|1|0.973684210526316|0.973684210526316
22100 - 39 - 42|90|1|1|0.988888888888889|0.988888888888889
22100 - 43 - 46|78|2|9|0.974358974358974|0.884615384615385
22102 - L|19|1|1|0.947368421052632|0.947368421052632
22102 - M|28|1|1|0.964285714285714|0.964285714285714
22102 - XL|8|1|1|0.875|0.875
22108 - 3 ( 39-42 )|7|1|1|0.857142857142857|0.857142857142857
22108 - 4 ( 43-46 )|21|1|1|0.952380952380952|0.952380952380952
22114 - 38,5|4|1|1|0.75|0.75
22128 - 2 ( 37-39 )|10|1|1|0.9|0.9
22128 - 3 ( 40-42 )|24|1|1|0.958333333333333|0.958333333333333
22128 - 4 ( 43-45 )|33|1|1|0.96969696969697|0.96969696969697
22128 - 5 ( 46-48 )|10|1|1|0.9|0.9
22129 - M ( 38/40 )|5|1|1|0.8|0.8
22139 - 42|6|1|1|0.833333333333333|0.833333333333333
22139 - 42,5|8|1|1|0.875|0.875
22139 - 43|6|1|1|0.833333333333333|0.833333333333333
22139 - 44|7|1|1|0.857142857142857|0.857142857142857
22139 - 44,5|7|1|1|0.857142857142857|0.857142857142857
22139 - 45,5|5|1|1|0.8|0.8
22144 - L ( 42-46 )|115|2|2|0.982608695652174|0.982608695652174
22144 - M ( 38-42 )|108|3|3|0.972222222222222|0.972222222222222
22144 - S ( 34-38 )|40|1|1|0.975|0.975
22144 - XL (46-50 )|39|2|3|0.948717948717949|0.923076923076923
22148 - S|11|1|1|0.909090909090909|0.909090909090909
22149 - 44,5|8|1|1|0.875|0.875
22151 - 116|9|1|1|0.888888888888889|0.888888888888889
22151 - 140|14|1|1|0.928571428571429|0.928571428571429
22151 - 152|15|1|1|0.933333333333333|0.933333333333333
22151 - 164|19|1|1|0.947368421052632|0.947368421052632
22158 - 2XL|8|1|1|0.875|0.875
22158 - L|74|1|1|0.986486486486487|0.986486486486487
22158 - M|77|1|1|0.987012987012987|0.987012987012987
22158 - S|46|1|1|0.978260869565217|0.978260869565217
22158 - XL|37|1|1|0.972972972972973|0.972972972972973
22161 - 14/16 (164-176)|4|1|1|0.75|0.75
22168 - 45|14|3|3|0.785714285714286|0.785714285714286
22169 - 39 1/3|21|1|1|0.952380952380952|0.952380952380952
22169 - 40 2/3|24|1|1|0.958333333333333|0.958333333333333
22169 - 41 1/3|30|1|1|0.966666666666667|0.966666666666667
22169 - 42|50|1|1|0.98|0.98
22169 - 42 2/3|48|1|1|0.979166666666667|0.979166666666667
22169 - 43 1/3|33|1|1|0.96969696969697|0.96969696969697
22169 - 44|49|1|1|0.979591836734694|0.979591836734694
22169 - 44 2/3|37|1|1|0.972972972972973|0.972972972972973
22169 - 45 1/3|36|1|1|0.972222222222222|0.972222222222222
22169 - 46|30|1|1|0.966666666666667|0.966666666666667
22169 - 46 2/3|23|1|1|0.956521739130435|0.956521739130435
22169 - 47 1/3|17|1|1|0.941176470588235|0.941176470588235
22169 - 48|14|1|1|0.928571428571429|0.928571428571429
22169 - 48 2/3|15|1|1|0.933333333333333|0.933333333333333
22170 - 41 1/3|11|2|3|0.818181818181818|0.727272727272727
22170 - 42|9|3|9|0.666666666666667|0
22170 - 42 2/3|23|3|9|0.869565217391304|0.608695652173913
22170 - 43 1/3|19|3|6|0.842105263157895|0.684210526315789
22170 - 44|17|3|5|0.823529411764706|0.705882352941177
22170 - 44 2/3|10|3|9|0.7|0.1
22170 - 45 1/3|11|3|2|0.727272727272727|0.818181818181818
22175 - M ( 140-152 )|5|1|1|0.8|0.8
22177 - L|7|1|1|0.857142857142857|0.857142857142857
22186 - L|24|1|1|0.958333333333333|0.958333333333333
22186 - M|15|1|1|0.933333333333333|0.933333333333333
22188 - 45 1/3|8|1|1|0.875|0.875
22190 - 39 - 42|16|1|1|0.9375|0.9375
22190 - 43 - 46|10|1|1|0.9|0.9
22195 - S|20|1|1|0.95|0.95
22200 - 42,5|6|59|14|-8.83333333333333|-1.33333333333333
22200 - 43|9|11|13|-0.222222222222222|-0.444444444444444
22200 - 44|12|11|13|0.0833333333333333|-0.0833333333333333
22200 - 46|4|11|13|-1.75|-2.25
22204 - 4 ( 39-42 )|7|1|1|0.857142857142857|0.857142857142857
22206 - L|24|1|1|0.958333333333333|0.958333333333333
22206 - M|24|1|1|0.958333333333333|0.958333333333333
22206 - S|5|1|1|0.8|0.8
22207 - M|13|1|1|0.923076923076923|0.923076923076923
22211 - 41,5|4|1|1|0.75|0.75
22223 - L|11|1|1|0.909090909090909|0.909090909090909
22228 - 43|14|1|1|0.928571428571429|0.928571428571429
22233 - L|28|1|1|0.964285714285714|0.964285714285714
22233 - M|34|1|1|0.970588235294118|0.970588235294118
22236 - 41 1/3|8|1|1|0.875|0.875
22236 - 42|4|1|1|0.75|0.75
22236 - 42 2/3|8|3|1|0.625|0.875
22236 - 43 1/3|11|3|1|0.727272727272727|0.909090909090909
22236 - 44|8|1|1|0.875|0.875
22236 - 44 2/3|8|3|1|0.625|0.875
22236 - 45 1/3|6|1|1|0.833333333333333|0.833333333333333
22244 - L|34|1|1|0.970588235294118|0.970588235294118
22244 - M|36|1|1|0.972222222222222|0.972222222222222
22244 - S|18|1|1|0.944444444444444|0.944444444444444
22244 - XL|26|1|1|0.961538461538462|0.961538461538462
22248 - L|6|1|1|0.833333333333333|0.833333333333333
22249 - 42,5|6|1|1|0.833333333333333|0.833333333333333
22249 - 43|8|1|1|0.875|0.875
22249 - 44|11|1|1|0.909090909090909|0.909090909090909
22249 - 44,5|19|1|1|0.947368421052632|0.947368421052632
22261 - 44|4|1|1|0.75|0.75
22263 - L|11|1|1|0.909090909090909|0.909090909090909
22263 - M|22|1|1|0.954545454545455|0.954545454545455
22263 - S|16|1|1|0.9375|0.9375
22268 - 42 2/3|4|116|123|-28|-29.75
22268 - 44|9|39|14|-3.33333333333333|-0.555555555555556
22270 - XS ( 32/34 )|5|1|1|0.8|0.8
22274 - S|4|1|1|0.75|0.75
22280 - 43|8|1|1|0.875|0.875
22280 - 45,5|7|1|1|0.857142857142857|0.857142857142857
22288 - 39|4|1|1|0.75|0.75
22294 - 4 ( 43-45 )|14|1|1|0.928571428571429|0.928571428571429
22307 - L ( 152-158 )|16|1|1|0.9375|0.9375
22307 - M ( 140-152 )|10|1|1|0.9|0.9
22308 - L ( 42-46 )|50|1|1|0.98|0.98
22308 - M ( 38-42 )|49|1|1|0.979591836734694|0.979591836734694
22308 - S ( 34-38 )|12|1|1|0.916666666666667|0.916666666666667
22308 - XL (46-50 )|7|1|1|0.857142857142857|0.857142857142857
22316 - M|5|1|1|0.8|0.8
22317 - 00 ( 27-30 )|6|1|1|0.833333333333333|0.833333333333333
22317 - 2 ( 37-39 )|9|1|1|0.888888888888889|0.888888888888889
22317 - 3 ( 40-42 )|27|1|3|0.962962962962963|0.888888888888889
22317 - 4 ( 43-45 )|38|1|1|0.973684210526316|0.973684210526316
22317 - 5 ( 46-48 )|18|1|1|0.944444444444444|0.944444444444444
22325 - L|12|1|1|0.916666666666667|0.916666666666667
22325 - M|26|1|1|0.961538461538462|0.961538461538462
22325 - S|5|1|1|0.8|0.8
22327 - L|14|1|1|0.928571428571429|0.928571428571429
22327 - M|18|1|1|0.944444444444444|0.944444444444444
22327 - S|13|1|1|0.923076923076923|0.923076923076923
22338 - M|43|1|1|0.976744186046512|0.976744186046512
22338 - S|63|1|1|0.984126984126984|0.984126984126984
22340 - L ( 152-158 )|4|1|1|0.75|0.75
22340 - M ( 140-152 )|5|1|1|0.8|0.8
22340 - XL ( 158-170 )|8|1|1|0.875|0.875
22341 - L|16|1|1|0.9375|0.9375
22341 - M|8|1|1|0.875|0.875
22341 - S|5|1|1|0.8|0.8
22341 - XL|4|1|1|0.75|0.75
22342 - M|8|1|1|0.875|0.875
22343 - M|8|1|1|0.875|0.875
22349 - 44|5|1|1|0.8|0.8
22352 - M|7|1|1|0.857142857142857|0.857142857142857
22354 - 39 1/3|14|1|1|0.928571428571429|0.928571428571429
22354 - 40|15|1|1|0.933333333333333|0.933333333333333
22354 - 40 2/3|15|1|1|0.933333333333333|0.933333333333333
22354 - 41 1/3|28|1|1|0.964285714285714|0.964285714285714
22354 - 42|29|1|1|0.96551724137931|0.96551724137931
22354 - 42 2/3|40|1|1|0.975|0.975
22354 - 43 1/3|47|1|1|0.978723404255319|0.978723404255319
22354 - 44|37|1|1|0.972972972972973|0.972972972972973
22354 - 44 2/3|32|1|1|0.96875|0.96875
22354 - 45 1/3|38|1|1|0.973684210526316|0.973684210526316
22354 - 46|32|1|1|0.96875|0.96875
22354 - 46 2/3|22|1|1|0.954545454545455|0.954545454545455
22355 - 38|4|1|1|0.75|0.75
22362 - 2XL|29|1|1|0.96551724137931|0.96551724137931
22362 - L|91|1|1|0.989010989010989|0.989010989010989
22362 - M|101|123|23|-0.217821782178218|0.772277227722772
22362 - S|77|1|1|0.987012987012987|0.987012987012987
22362 - XL|64|1|1|0.984375|0.984375
22366 - L|15|1|1|0.933333333333333|0.933333333333333
22366 - M|12|1|1|0.916666666666667|0.916666666666667
22366 - S|10|1|1|0.9|0.9
22367 - L|18|1|1|0.944444444444444|0.944444444444444
22367 - M|28|1|1|0.964285714285714|0.964285714285714
22367 - S|7|1|1|0.857142857142857|0.857142857142857
22367 - XL|6|1|1|0.833333333333333|0.833333333333333
22379 - 3 ( 40-42 )|6|1|1|0.833333333333333|0.833333333333333
22379 - 4 ( 43-45 )|11|1|1|0.909090909090909|0.909090909090909
22409 - M|7|1|1|0.857142857142857|0.857142857142857
22413 - 42 2/3|6|1|1|0.833333333333333|0.833333333333333
22413 - 44|9|1|1|0.888888888888889|0.888888888888889
22413 - 45 1/3|7|1|1|0.857142857142857|0.857142857142857
22413 - 46|7|1|1|0.857142857142857|0.857142857142857
22417 - L/T|7|1|1|0.857142857142857|0.857142857142857
22420 - L|58|1|1|0.982758620689655|0.982758620689655
22420 - M|59|1|1|0.983050847457627|0.983050847457627
22420 - S|22|1|1|0.954545454545455|0.954545454545455
22420 - XL|25|1|1|0.96|0.96
22428 - 42|18|1|1|0.944444444444444|0.944444444444444
22428 - 44|23|1|1|0.956521739130435|0.956521739130435
22428 - 44,5|16|1|1|0.9375|0.9375
22428 - 45,5|9|1|1|0.888888888888889|0.888888888888889
22434 - L|22|3|3|0.863636363636364|0.863636363636364
22434 - XL|9|3|3|0.666666666666667|0.666666666666667
22435 - XL ( 158-170 )|6|1|1|0.833333333333333|0.833333333333333
22444 - 3|8|1|1|0.875|0.875
22452 - 164|6|1|1|0.833333333333333|0.833333333333333
22456 - 2XL|21|1|1|0.952380952380952|0.952380952380952
22456 - L|91|1|1|0.989010989010989|0.989010989010989
22456 - M|92|1|1|0.989130434782609|0.989130434782609
22456 - S|60|1|1|0.983333333333333|0.983333333333333
22456 - XL|50|1|1|0.98|0.98
22458 - 2XL|8|1|1|0.875|0.875
22458 - L|16|1|1|0.9375|0.9375
22458 - M|15|1|1|0.933333333333333|0.933333333333333
22458 - XL|14|1|1|0.928571428571429|0.928571428571429
22459 - L|6|1|1|0.833333333333333|0.833333333333333
22459 - M|6|1|1|0.833333333333333|0.833333333333333
22462 - L ( 40/42 )|20|1|1|0.95|0.95
22462 - M ( 38/40 )|13|1|1|0.923076923076923|0.923076923076923
22463 - 2XL|16|1|1|0.9375|0.9375
